job_title,skills,source
Senior Management Engineer,"Continuous Improvement (CI) methodologies, Lean, Six Sigma, Theory of Constraints, Total Quality Management (TQM), Human Factors Design, Statistical Analysis, Process Improvement, Project Management, Performance Metrics, Data Analysis Tools (MIDAS, Excel, Access), Best Practices Research, Change Management, Communication Methods, Problem-solving Tools, Value Stream Mapping, Process Design, Benchmarking Systems",original
 Data Engineer,"Hadoop, Data pipelines, Splunk, Spark, Big data tools",original
R &D Technician - One Global Cereal,"Packaging R&D, Dynamics and TAPPI testing, Systems work (ECLIPS, PLM, TOPS, SAP), Testing data interpretation, New package development, Cross-functional collaboration, Mock-up creation",original
New Technologies Data Scientist/ Engineer,"Machine learning techniques, ML software frameworks, Statistics, Signal processing, Python, Data processing, Geospatial environment, Neural networks/deep learning, Gaussian processes, Python stack, pandas, scikit-learn, xarray, dask, numba, Recognition and classification algorithms, Cloud services, Distributed data systems, Computing on the cloud",original
" Hardware Engineer, Data Center Connectivity","Hardware Engineering, Product Development, Fiber Optic Cables, Product Life Cycle Management, Statistical Data Analysis, Engineering Change Order (ECO), Mechanical Engineering",original
 Data Analyst / Engineer,"Distributed systems, Performance optimization, Big data processing, Software development, Data analysis, AWS, SQL, Redshift, MySQL, Databricks, Data manipulation, Python programming, KPI tracking, Macro-economic analysis, Time series analysis, Linear regression, Data troubleshooting",original
Systems Engineer - Data Center Team (Animation Studios),"Design and implement complex systems, Proficiency with Python, Perl, JavaScript or similar scripting language, Enterprise data center engineering & administration, Linux environment administration (Red Hat, etc), Building and administering scale-out/high-performance storage systems, Designing and administering virtual computing environments, Designing and administering backup technologies and products, Experience with network technology and communication principles, Familiarity with common systems tools and protocols",original
Entry-level Engineer (ME or EE),"Engineering knowledge, Product design, Prototype testing, Root cause analysis, DFM (Design for Manufacturing), Program-specific design documentation, D/3D CAD software, MS Office Suite",original
Data Management / Archiving Engineer - OPS,"Data management, Data archiving systems, Process improvement, Policy development, Automation solutions, Cloud-based solutions, Maintenance and support, Laboratory duties, SOP development",original
 Security Engineer - Data Protection,"Cryptographic algorithms (AES, 3DES, RSA, ECC, SHA), Big Data Security (Hadoop security, NoSQL), Data-protection software and hardware solutions, Native database protection solutions, Segregation of duties implementations for databases, Data retention policies, Data exfiltration techniques, Threat modeling, Comprehensive architecture specifications, Intrusion detection/prevention, Event correlation, Secure application development, Hosted and cloud services",original
"data engineer II, Starbucks Technology - Seattle, WA","Data engineering, Data pipelines, Cloud technologies, Data quality standards, Infrastructure design, Agile methodology, Batch/real-time data solutions, Microsoft Azure, Data preparation, Feature extraction, Machine Learning models, Data validation, Infrastructure as code, CI/CD pipelines",original
 Senior Data Center Virtualization Engineer,"VMware, Hyper-V, Data Center Virtualization, Storage Solutions (e.g., Cisco UCS, HP Nimble, SimpliVity, Dell Isilon, EMC, NetApp), P2V Conversion, Hyperconverged Solutions, Disaster Recovery, Performance Testing, Storage Networking, iSCI, FCOE, FCA Technologies",original
"Data Science Engineer â (Maplewood, MN)","Machine Learning, Deep Learning, Computer Vision, Algorithm Engineering, Microsoft Azure ML, AWS ML, Python, MATLAB, C, C++, R, Statistics, Applied Mathematics",original
"Research Engineer Associate / Cambridge, MA","Energy conversion devices, Experimental design, Programming in MATLAB, Python, Excel VBA, Design-of-experiments, Software development for data reduction, Experimental electrochemical methods",original
Data Engineer,"SQL, Ruby on Rails, AWS, React + Redux, Android",original
 Data Engineer,"Data engineering, Analytic tools, SQL, Python, PL/SQL, ETL, Alteryx, Informatica, Big Data Technologies (Hadoop, Hive), Data modeling, Advanced SQL, Oracle, MySQL, Columnar Databases, ETL design, implementation, and maintenance, Cloud platforms (AWS, Google Cloud Platform, MS Azure)",original
 Big Data Engineer,"Mathematics/Statistics, Computer Programming, Data Engineering, ETL, Software Development, High Performance Computing, Database & ETL Technologies, Big Data Ecosystems (e.g., Hadoop, Spark, Kafka), Programming Languages (e.g., Python, Scala, Java, C, R, SQL), Predictive Modeling Techniques, Security Risks and Vulnerabilities",original
 Data Engineer,"###, Data Engineering, Data Structures, Data Pipelines, Automation, Scale, Hardware Capacity Planning, Failure Prediction, Network Topology, Forecasting, Network Traffic Flow, Deployment Efficiency, Data Quality, Scalability, Real-time/Stream Processing Frameworks, Production Data Pipelines, Spark, Flink, Hive/Hadoop, Schema Design, Data Modeling, Programming (Java, Scala, Python), Software Engineering, SQL, Distributed Data Stores (ElasticSearch, Druid), Communication",original
Software Engineer - Data,"Python, MySQL, Data onboarding, Data troubleshooting, Data consistency, Data processes, Internal tools",original
 Urban Farmer & Installation Team Member,"Polyculture, Organic vegetable farming, Farm machinery operation, Irrigation methodologies, Seeding and transplanting, Harvesting cycles, Permaculture, Heirloom varieties, Composting, Greenhouse maintenance, CSA farm experience",original
 Big Data Engineer,"Java, Scala, Shell scripting, Hadoop, Spark, Elastic Search, Storm, Kafka, Data architecture, Batch processing, Real-time processing",original
 IT Facility Desktop Engineer II,"Desktop Support, Hardware Installation/Upgrades, Troubleshooting, Preventative Maintenance, Network Connectivity, Software Applications, Documentation, Inventory Management, Remote Management Systems",original
"Software Engineer, Data","Python, Strong SQL/RDS, Redshift, Data Modeling/Warehousing Architecture, Google Analytics/Segment, AWS Core Services (S3, SQS, EC2, etc.), Creating, maintaining, and monitoring ETL jobs, Talend, Tableau, Looker, Kinesis, Lambda",original
 Data Engineer,"****, Data engineering, Data science, Software engineering, ETL, API development, Matlab, R, Python, Relational database design (MS SQL Server), ETL pipelines, Vendor application software evaluation, Docker, Java, Microsoft .Net suite, Pentaho, NoSQL (MongoDB), Cloud and distributed computing",original
 Data Engineer - University Students,"Data structuring and analysis, Excel, Access, VBA, SQL, Data cleansing, Data transformation, Data visualization, Coding (SQL), Data enrichment",original
 Estimator/Engineer - Data Center,"Project engineering, Estimating labor, Writing scope of work, Developing cost estimates, Interpreting blueprints and project documents, Proficiency in Microsoft Office, Designing and engineering solutions, Utilizing software resources for proposals",original
End User Services Engineer,"IT experience, Microsoft systems (Win 10) support, Mac OS X support, Linux based operating systems support, Network implementation knowledge, Server hardware and software maintenance, PC hardware architecture knowledge, Support for desktop applications, Collaborative technologies support, Desktop architecture build understanding, Integrated audio systems support, Comprehensive AV deployments support, Webcasting and web-video delivery knowledge, VMware desktop products experience",original
 Data Engineer,"Programming in Java, Scala, or Python, Writing complex SQL on Hive, SparkSQL, Java Data Services for data extraction, Working with real-time pipelines: Kafka, Kinesis, Spark streaming, Apache Flink, Real-time analytics on Elastic search, Big Data stack: Hadoop, HDFS, Hive, HBase, Experience with custom ETL design, Object-oriented programming languages, Schema design and data modeling, Writing SQL statements, Working with distributed systems, AWS Data warehouses (Redshift etc.), Kafka, Elastic search analytics",original
 Escalation Engineer,"Troubleshooting, Debugging, Coding, Data analysis, System architecture, SQL, Problem-solving, Integration, Technical communication",original
 Technical Support Engineer,"Troubleshooting, Escalation Management, Problem-solving, Data analysis, SQL querying, Source code diagnosis, Technical documentation creation, Customer relations, Database navigation (SIS, LMS, Homegrown), Issue tracking, SLA monitoring",original
