job_title,skills
Google Cloud Solution Architect (REMOTE),"Technical skills:, Strong written and verbal communications skills, Ability to present technical concepts in a clear manner, Strong presentation skills, Solid problem-solving abilities, Ability to develop and maintain relationships with key external stakeholders, Ability to resolve complex technical problems, Analysis capabilities and technical knowledge for providing innovative solutions, Expertise in OS, networking, and cloud architecture fundamentals, Expertise in AWS, OpenStack, or GCP product set and their design/usage"
 Architect - Network,"Automation using scripting and configuration management tools (e.g., Ansible, UCSd, ServiceNow), Software Defined Networking (e.g., CISCO ACI, Junos), Network virtualization technologies (e.g., VMware, NSX, Hyper-V, KVM, AWS, Azure), Enterprise networking platforms knowledge, Firewalls (e.g., CISCO ASA), Load balancing systems (e.g., F5), Monitoring and logging of network infrastructure, Scalability of network infrastructure, Python programming, REST APIs, Java programming"
 Microservices Architect,"Application Architecture, Microservices solutions, Client management, Solution architecture, Cloud/DevOps environment, APIs, PaaS environment, Bluemix, AWS, Azure, Agile methodology"
 Associate Solution Architect,"TDD, Coding standards, Agile and Scrum, REST services, AngularJS or similar JavaScript framework, Integration platforms (MuleSoft, Azure API Management), Cloud messaging platforms (Azure Service Bus), Integration tools & techniques (Orchestration, SOA, XML, JSON, SOAP, REST), CI/CD, Technology trends awareness"
 Security Architect,"Security architecture, Network technologies, Intrusion detection, Public key infrastructures (PKIs), Certifcation authorities (CAs), Incident response, Cloud computing security, Identity and access management (IAM), NIST standards, ISO27002"
 Architect â Office 365/Enterprise Content Management,"Office 365 architecture design, Enterprise Content Management solutions, IBM ECM suite (FileNet, Case Manager, Content Navigator), SharePoint Online, Development and implementation expertise, Cloud technologies, Architecture and technology standards, Web Services customization"
Cloud Architect,"Cloud Architecture, AWS services (EC2, Lambda, S3, EFS, RDS, Redshift, Route 53, CodeCommit, CloudWatch, CloudTrail, Kinesis, Athena, EMR, IAM Roles, Data Pipeline, DynamoDB, NoSQL, VPC), Migration of applications, Azure cloud services, System and database performance optimization, Automation, Agile methodology, ETL (Talend preferred), Data preparation and reporting, Big data solutions, Hortonworks and Cloudera, Object Storage S3, EBS instances, Security and Encryption on AWS, Governance framework on AWS, Azure & Google cloud architectures, AWS Athena and Glue"
 Cloud Infrastructure Architect,"Azure platform expertise, Cloud Migration, Cloud-native solutions architecture, Cloud platform best practices, Enterprise cloud adoption strategy, Designing strategic roadmaps for cloud solutions, Managing cloud native deployments, Consultative experience in defining cloud project technical milestones, Implementing resource cost models, Infrastructure as code, Security automation, Data migration to Azure, Automation/configuration management, Web Services, Monitoring tools, Scripting (Ruby, Python, Bash, PowerShell), Relational and non-relational databases, Federal security requirements, Agile software development practices, Cloud delivery models, DevOps methods, CI/CD automation, Containerization technologies"
 Cloud Security Architect,"Cloud Security Architecture, Risk Reviews, Vulnerability Assessments, Incident Response, Security Architecture, Enterprise Security Architecture, Compute Services, Large-Scale Networking, Virtualization, Data Center, Integration Architecture (API), Orchestration Technologies, Systems Resiliency, Service Support, DevOps, Service Delivery, Cloud Infrastructure Services, Cloud Access Security Brokers (CASB), Service-Oriented Architecture, Network Security, Information Security Technologies, Java, C/C++, C, Objective C, Python, JavaScript, IT Security Certifications (e.g., CISSP, CISM), Cloud Security Certifications (e.g., AWS, Google, Azure)"
Oracle Cloud ERP Consultants,"ERP Systems, ERP Implementation, Oracle Cloud Financials, Oracle EBS, Business Analysis, Supply Chain, Data Architecture, System Documentation, Cloud ERP Solutions, Financial Principles, Data Optimization"
Sr Solution Architect,"Programming, Technology architecture, Application architecture, Information architecture, Enterprise architecture, Business solutions development, Architectural guidance, Strategic thinking, Solutions development, Roadmapping, Adoption of new technologies, Product evaluation, Proof of concepts, Frameworks recommendations, Patterns recommendations, Agile methodologies, Performance analysis, Emerging technologies adoption, Communication skills"
Chief Architect of APIs,"API design, Cloud-native architecture, Software lifecycle management, Modeling (UML, SysUML, DSM, DSL), Software system architecture, Architecture description, Software refactoring, API lifecycle management, Cloud system architecture"
Group Systems Architect,"Architectural design, Technology integration, Business architecture, System design, Portfolio planning, Large system integration, Application design, Microservices, Messaging, Events, BPMS, AI, UX concepts"
Channel Strategy Associate,"Cisco Meraki, Cloud-managed networking, Data analysis, Revenue growth analysis, Industry trend analysis, Strategic program management, Microsoft Excel"
" Associate Director, Cloud Solutions Architect","Cloud Providers Expertise, Technical Architecture Design, Cost Management, DevOps, Solution Architecture, Infrastructure Migration, High Availability, Security, Scalability, Monitoring, Software Development"
" Senior Associate, Cloud Enablement","Amazon Web Services (AWS), Microsoft Azure, Google Cloud Platform, DevOps, Agile practices, Architecting applications, Managing applications, Developing applications, Cloud migration, Cloud transformation, PaaS services, Auto-scaling, APIs, Statelessness, Database administration, Systems administration"
 Domain Architect - Public Markets,"Enterprise Architecture, Business Analysis, Investment and Financial Systems, Business Process Modeling, IT Governance, Service Oriented Architecture, Microservices Architecture, Agile Methodologies, Architecture Design Principles, Integration Frameworks & Patterns"
" Associate Director, Cloud Solutions Architect","Cloud architecture, Technical architecture, Migration management, DevOps, Monitoring, High availability, Security, Scalability, Infrastructure migration methodologies, Azure, AWS, GCP, Commercial agreements"
 Cloud DevOps Engineer,"Cloud DevOps, SDLC Environments, Azure Cloud Architecture, Continuous Integration (CI), Continuous Delivery (CD), Kubernetes, Docker, Cloud Deployment Methodologies, Infrastructure Management, C#, .NET, Java"
"Solutions Architect, DevOps, Google Cloud","DevOps, Automating infrastructure deployment, Terraform, Deployment Manager, CloudFormation, Chef, Ansible, Docker, Kubernetes, Cloud technology, Enterprise technology, Relational databases, Infrastructure automation, Continuous integration/deployment, SQL/NoSQL"
 Systems Architect I,"Python development, Linux administration, Automation tools (Puppet, Chef, Ansible), SQL, Perl, Bash"
Enterprise Cloud Architect,"Infrastructure Engineering, Cloud Architecture, Application Integration, Data Management, Analytics, Agile Methodologies, Continuous Delivery, Continuous Integration, Modern Cloud Native Application Architecture, Legacy Infrastructure Transformation"
AWS Cloud Engineer,"AWS Expertise, Cloud Formation Templates, VPCs and Subnets, ECS, S3, Route53, CloudWatch, CloudFront, RDS, EC2, ELB/ALB, Network Design and Architecture, Core Network Administration, Databases (MongoDB & SQL Server), DevOps Tools (Git, GitHub, CircleCI, Travis, Appveyor, Jenkins), Operating Systems (Windows, Mac, Linux), Virtual Machines and Containers (VMs, Docker)"
 Database Architect,"Database Administration, SQL Server, Structured Query Language (SQL), SQL Server Analysis Services, SQL Server Reporting Services, SQL Server Integration Services, Microsoft Visual Studio Team Services (VSTS), Microsoft Azure IaaS/PaaS, CI/CD strategies, Data classification and protection, Database performance tuning, Cloud computing strategies"
Staff Data & Information Architect - Multiple Positions,"Data integration, System analysis, Design, Modeling, Integration architectures, Middleware solutions (Oracle SOA Suite, WebMethods, SAP PI/PO), Cloud integration platforms"
 S. Cal presaes - Solutions Architect Qubole,"JVM concepts and Java applications, Full stack applications, SQL, data warehousing, ETL concepts, Cloud infrastructure (e.g., Amazon Web Services, Google Compute), Scripting and small program development, Enterprise proof of concepts, Hadoop, Hive, Spark, Pig, Amazon Web Services (EC2, S3)"
" Solutions Architect, Enterprise Migrations, Google Cloud","Cloud Computing, Infrastructure, Storage, Platforms, Data Management, Relational databases, Virtual machines, SQL/NoSQL, Networking, Infrastructure automation, Continuous integration/deployment, Security, Enterprise technology systems, Business applications, Technical documentation"
BIC2 - Capabilities Management,"Project Management, Microsoft Office (Word, Excel, Outlook, PowerPoint), Software Development Lifecycle (SDLC)"
 Solution Architect,"Distributed Systems Design, Cloud Systems, Integration Patterns, System Design, Collaboration, Fault-Tolerant Software Solutions, Scalable Software Solutions, Architectural Design Tools (e.g., Microsoft Visio, OmniGraffle, Gliffy)"
Executive Business Administrator,"Microsoft software proficiency, Experience with iCIMS, Experience with HeadTrax, Experience with MyOrder, Experience with MSS"
 Platform Solution Architect,"Solution Architecture, System Architecture, Data Flows, Technical Guidance, Platform Stability, Risk Management, Adherence to Standards, Architecture Governance, Roadmap Development, Vendor Solution Assessments, Software Development, API Architecture, Cloud Technology, DevOps Practices, Information Technology"
